filename,type(sim/real),class(Benign=0/Malignant=1),Voxel
real_world_training/02204.bin,real,0,
real_world_training/02205.bin,real,0,
real_world_training/02206.bin,real,0,
real_world_training/02207.bin,real,0,
real_world_training/02208.bin,real,1,
injected/02209.bin,real,1,
real_world_training/02210.bin,real,0,
injected/02211.bin,real,1,
injected/02212.bin,real,1,
real_world_training/02213.bin,real,0,
real_world_training/02214.bin,real,0,
injected/02215.bin,real,1,
real_world_training/02216.bin,real,1,
real_world_training/02217.bin,real,0,
real_world_training/02218.bin,real,0,
injected/02219.bin,real,1,
injected/02220.bin,real,1,
real_world_training/02221.bin,real,0,
injected/02222.bin,real,1,
real_world_training/02223.bin,real,0,
injected/02224.bin,real,1,
real_world_training/02225.bin,real,0,
real_world_training/02226.bin,real,0,
injected/02227.bin,real,1,
real_world_training/02228.bin,real,0,
real_world_training/02229.bin,real,0,
real_world_training/02230.bin,real,0,
real_world_training/02231.bin,real,0,
injected/02232.bin,real,1,
real_world_training/02233.bin,real,0,
real_world_training/02234.bin,real,0,
injected/02235.bin,real,1,
real_world_training/02236.bin,real,0,
real_world_training/02237.bin,real,0,
real_world_training/02238.bin,real,0,
injected/02239.bin,real,1,
real_world_training/02240.bin,real,0,
real_world_training/02241.bin,real,0,
injected/02242.bin,real,1,
real_world_training/02243.bin,real,0,
injected/02244.bin,real,1,
real_world_training/02245.bin,real,0,
injected/02246.bin,real,1,
injected/02247.bin,real,1,
real_world_training/02248.bin,real,0,
real_world_training/02249.bin,real,0,
injected/02250.bin,real,1,
real_world_training/02251.bin,real,0,
real_world_training/02252.bin,real,0,
injected/02253.bin,real,1,
injected/02254.bin,real,1,
real_world_training/02255.bin,real,0,
real_world_training/02256.bin,real,0,
real_world_training/02257.bin,real,0,
injected/02258.bin,real,1,
real_world_training/02259.bin,real,0,
real_world_training/02260.bin,real,0,
real_world_training/02261.bin,real,0,
real_world_training/02262.bin,real,0,
real_world_training/02263.bin,real,0,
real_world_training/02264.bin,real,0,
injected/02265.bin,real,1,
real_world_training/02266.bin,real,0,
real_world_training/02267.bin,real,0,
real_world_training/02268.bin,real,0,
real_world_training/02269.bin,real,0,
real_world_training/02270.bin,real,0,
real_world_training/02271.bin,real,0,
injected/02272.bin,real,1,
real_world_training/02273.bin,real,1,
injected/02274.bin,real,1,
real_world_training/02275.bin,real,0,
real_world_training/02276.bin,real,0,
real_world_training/02277.bin,real,0,
real_world_training/02278.bin,real,0,
injected/02279.bin,real,1,
real_world_training/02280.bin,real,0,
real_world_training/02281.bin,real,0,
real_world_training/02282.bin,real,0,
real_world_training/02283.bin,real,0,
injected/02284.bin,real,1,
injected/02285.bin,real,1,
injected/02286.bin,real,1,
real_world_training/02287.bin,real,0,
injected/02288.bin,real,1,
real_world_training/02289.bin,real,0,
real_world_training/02290.bin,real,0,
real_world_training/02291.bin,real,0,
injected/02292.bin,real,1,
real_world_training/02293.bin,real,0,
real_world_training/02294.bin,real,0,
injected/02295.bin,real,1,
injected/02296.bin,real,1,
real_world_training/02297.bin,real,0,
real_world_training/02298.bin,real,0,
real_world_training/02299.bin,real,0,
real_world_training/02300.bin,real,0,
injected/02301.bin,real,1,
injected/02302.bin,real,1,
real_world_training/02303.bin,real,0,
injected/02304.bin,real,1,
real_world_training/02305.bin,real,0,
real_world_training/02306.bin,real,0,
real_world_training/02307.bin,real,0,
injected/02308.bin,real,1,
real_world_training/02309.bin,real,0,
real_world_training/02310.bin,real,0,
real_world_training/02311.bin,real,1,
injected/02312.bin,real,1,
real_world_training/02313.bin,real,0,
real_world_training/02314.bin,real,0,
real_world_training/02315.bin,real,0,
real_world_training/02316.bin,real,0,
real_world_training/02317.bin,real,0,
real_world_training/02318.bin,real,1,
injected/02319.bin,real,1,
injected/02320.bin,real,1,
real_world_training/02321.bin,real,0,
real_world_training/02322.bin,real,0,
injected/02323.bin,real,1,
real_world_training/02324.bin,real,0,
injected/02325.bin,real,1,
real_world_training/02326.bin,real,0,
injected/02327.bin,real,1,
injected/02328.bin,real,1,
injected/02329.bin,real,1,
real_world_training/02330.bin,real,0,
real_world_training/02331.bin,real,0,
injected/02332.bin,real,1,
injected/02333.bin,real,1,
real_world_training/02334.bin,real,0,
injected/02335.bin,real,1,
real_world_training/02336.bin,real,0,
real_world_training/02337.bin,real,0,
injected/02338.bin,real,1,
real_world_training/02339.bin,real,0,
injected/02340.bin,real,1,
injected/02341.bin,real,1,
real_world_training/02342.bin,real,0,
injected/02343.bin,real,1,
real_world_training/02344.bin,real,0,
injected/02345.bin,real,1,
injected/02346.bin,real,1,
real_world_training/02347.bin,real,0,
injected/02348.bin,real,1,
real_world_training/02349.bin,real,0,
injected/02350.bin,real,1,
injected/02351.bin,real,1,
injected/02352.bin,real,1,
real_world_training/02353.bin,real,0,
real_world_training/02354.bin,real,0,
real_world_training/02355.bin,real,0,
real_world_training/02356.bin,real,0,
injected/02357.bin,real,1,
injected/02358.bin,real,1,
real_world_training/02359.bin,real,0,
real_world_training/02360.bin,real,0,
real_world_training/02361.bin,real,0,
injected/02362.bin,real,1,
injected/02363.bin,real,1,
real_world_training/02364.bin,real,0,
real_world_training/02365.bin,real,0,
real_world_training/02366.bin,real,0,
real_world_training/02367.bin,real,0,
real_world_training/02368.bin,real,0,
injected/02369.bin,real,1,
real_world_training/02370.bin,real,0,
real_world_training/02371.bin,real,0,
real_world_training/02372.bin,real,1,
real_world_training/02373.bin,real,0,
injected/02374.bin,real,1,
real_world_training/02375.bin,real,0,
real_world_training/02376.bin,real,0,
real_world_training/02377.bin,real,0,
real_world_training/02378.bin,real,0,
injected/02379.bin,real,1,
injected/02380.bin,real,1,
injected/02381.bin,real,1,
injected/02382.bin,real,1,
real_world_training/02383.bin,real,0,
injected/02384.bin,real,1,
real_world_training/02385.bin,real,0,
injected/02386.bin,real,1,
injected/02387.bin,real,1,
injected/02388.bin,real,1,
injected/02389.bin,real,1,
injected/02390.bin,real,1,
real_world_training/02391.bin,real,0,
real_world_training/02392.bin,real,0,
real_world_training/02393.bin,real,0,
real_world_training/02394.bin,real,0,
real_world_training/02395.bin,real,0,
injected/02396.bin,real,1,
real_world_training/02397.bin,real,0,
injected/02398.bin,real,1,
injected/02399.bin,real,1,
injected/02400.bin,real,1,
real_world_training/02401.bin,real,0,
real_world_training/02402.bin,real,0,
injected/02403.bin,real,1,
real_world_training/02404.bin,real,0,
real_world_training/02405.bin,real,0,
real_world_training/02406.bin,real,0,
real_world_training/02407.bin,real,0,
real_world_training/02408.bin,real,0,
real_world_training/02409.bin,real,0,
real_world_training/02410.bin,real,0,
injected/02411.bin,real,1,
real_world_training/02412.bin,real,0,
real_world_training/02413.bin,real,0,
real_world_training/02414.bin,real,0,
real_world_training/02415.bin,real,0,
injected/02416.bin,real,1,
real_world_training/02417.bin,real,0,
injected/02418.bin,real,1,
injected/02419.bin,real,1,
real_world_training/02420.bin,real,0,
real_world_training/02421.bin,real,1,
real_world_training/02422.bin,real,0,
injected/02423.bin,real,1,
real_world_training/02424.bin,real,0,
injected/02425.bin,real,1,
real_world_training/02426.bin,real,0,
real_world_training/02427.bin,real,0,
real_world_training/02428.bin,real,0,
real_world_training/02429.bin,real,0,
injected/02430.bin,real,1,
real_world_training/02431.bin,real,0,
injected/02432.bin,real,1,
real_world_training/02433.bin,real,0,
injected/02434.bin,real,1,
real_world_training/02435.bin,real,0,
injected/02436.bin,real,1,
real_world_training/02437.bin,real,0,
real_world_training/02438.bin,real,0,
real_world_training/02439.bin,real,0,
injected/02440.bin,real,1,
injected/02441.bin,real,1,
injected/02442.bin,real,1,
real_world_training/02443.bin,real,0,
real_world_training/02444.bin,real,0,
real_world_training/02445.bin,real,0,
real_world_training/02446.bin,real,0,
injected/02447.bin,real,1,
injected/02448.bin,real,1,
real_world_training/02449.bin,real,0,
real_world_training/02450.bin,real,0,
injected/02451.bin,real,1,
real_world_training/02452.bin,real,0,
injected/02453.bin,real,1,
real_world_training/02454.bin,real,0,
real_world_training/02455.bin,real,0,
injected/02456.bin,real,1,
injected/02457.bin,real,1,
real_world_training/02458.bin,real,0,
real_world_training/02459.bin,real,0,
real_world_training/02460.bin,real,0,
injected/02461.bin,real,1,
real_world_training/02462.bin,real,0,
real_world_training/02463.bin,real,0,
real_world_training/02464.bin,real,0,
real_world_training/02465.bin,real,0,
real_world_training/02466.bin,real,0,
real_world_training/02467.bin,real,0,
injected/02468.bin,real,1,
injected/02469.bin,real,1,
injected/02470.bin,real,1,
real_world_training/02471.bin,real,0,
real_world_training/02472.bin,real,0,
injected/02473.bin,real,1,
real_world_training/02474.bin,real,0,
real_world_training/02475.bin,real,0,
injected/02476.bin,real,1,
real_world_training/02477.bin,real,0,
injected/02478.bin,real,1,
real_world_training/02479.bin,real,0,
real_world_training/02480.bin,real,0,
injected/02481.bin,real,1,
injected/02482.bin,real,1,
real_world_training/02483.bin,real,0,
real_world_training/02484.bin,real,0,
injected/02485.bin,real,1,
real_world_training/02486.bin,real,0,
real_world_training/02487.bin,real,0,
real_world_training/02488.bin,real,0,
injected/02489.bin,real,1,
injected/02490.bin,real,1,
real_world_training/02491.bin,real,0,
real_world_training/02492.bin,real,0,
real_world_training/02493.bin,real,1,
injected/02494.bin,real,1,
injected/02495.bin,real,1,
real_world_training/02496.bin,real,0,
injected/02497.bin,real,1,
injected/02498.bin,real,1,
real_world_training/02499.bin,real,1,
real_world_training/02500.bin,real,0,
injected/02501.bin,real,1,
real_world_training/02502.bin,real,0,
real_world_training/02503.bin,real,0,
injected/02504.bin,real,1,
injected/02505.bin,real,1,
real_world_training/02506.bin,real,0,
real_world_training/02507.bin,real,0,
real_world_training/02508.bin,real,0,
real_world_training/02509.bin,real,0,
real_world_training/02510.bin,real,1,
real_world_training/02511.bin,real,0,
real_world_training/02512.bin,real,0,
real_world_training/02513.bin,real,0,
real_world_training/02514.bin,real,0,
injected/02515.bin,real,1,
real_world_training/02516.bin,real,0,
real_world_training/02517.bin,real,0,
real_world_training/02518.bin,real,0,
real_world_training/02519.bin,real,0,
injected/02520.bin,real,1,
real_world_training/02521.bin,real,0,
injected/02522.bin,real,1,
injected/02523.bin,real,1,
real_world_training/02524.bin,real,0,
real_world_training/02525.bin,real,0,
injected/02526.bin,real,1,
real_world_training/02527.bin,real,0,
injected/02528.bin,real,1,
injected/02529.bin,real,1,
injected/02530.bin,real,1,
real_world_training/02531.bin,real,0,
injected/02532.bin,real,1,
injected/02533.bin,real,1,
injected/02534.bin,real,1,
injected/02535.bin,real,1,
real_world_training/02536.bin,real,0,
injected/02537.bin,real,1,
injected/02538.bin,real,1,
real_world_training/02539.bin,real,0,
injected/02540.bin,real,1,
injected/02541.bin,real,1,
real_world_training/02542.bin,real,0,
real_world_training/02543.bin,real,0,
injected/02544.bin,real,1,
real_world_training/02545.bin,real,0,
real_world_training/02546.bin,real,0,
injected/02547.bin,real,1,
real_world_training/02548.bin,real,1,
real_world_training/02549.bin,real,0,
injected/02550.bin,real,1,
injected/02551.bin,real,1,
injected/02552.bin,real,1,
real_world_training/02553.bin,real,0,
real_world_training/02554.bin,real,0,
real_world_training/02555.bin,real,0,
injected/02556.bin,real,1,
real_world_training/02557.bin,real,0,
real_world_training/02558.bin,real,0,
injected/02559.bin,real,1,
real_world_training/02560.bin,real,0,
injected/02561.bin,real,1,
real_world_training/02562.bin,real,0,
real_world_training/02563.bin,real,0,
real_world_training/02564.bin,real,0,
real_world_training/02565.bin,real,0,
injected/02566.bin,real,1,
real_world_training/02567.bin,real,0,
real_world_training/02568.bin,real,0,
real_world_training/02569.bin,real,0,
injected/02570.bin,real,1,
real_world_training/02571.bin,real,0,
injected/02572.bin,real,1,
injected/02573.bin,real,1,
real_world_training/02574.bin,real,0,
real_world_training/02575.bin,real,0,
real_world_training/02576.bin,real,0,
injected/02577.bin,real,1,
injected/02578.bin,real,1,
real_world_training/02579.bin,real,0,
injected/02580.bin,real,1,
injected/02581.bin,real,1,
real_world_training/02582.bin,real,0,
real_world_training/02583.bin,real,0,
injected/02584.bin,real,1,
injected/02585.bin,real,1,
injected/02586.bin,real,1,
real_world_training/02587.bin,real,0,
real_world_training/02588.bin,real,0,
injected/02589.bin,real,1,
real_world_training/02590.bin,real,0,
injected/02591.bin,real,1,
injected/02592.bin,real,1,
real_world_training/02593.bin,real,0,
real_world_training/02594.bin,real,0,
real_world_training/02595.bin,real,0,
real_world_training/02596.bin,real,0,
injected/02597.bin,real,1,
injected/02598.bin,real,1,
real_world_training/02599.bin,real,0,
injected/02600.bin,real,1,
injected/02601.bin,real,1,
injected/02602.bin,real,1,
real_world_training/02603.bin,real,0,
real_world_training/02604.bin,real,0,
injected/02605.bin,real,1,
injected/02606.bin,real,1,
real_world_training/02607.bin,real,0,
real_world_training/02608.bin,real,0,
real_world_training/02609.bin,real,0,
injected/02610.bin,real,1,
real_world_training/02611.bin,real,0,
real_world_training/02612.bin,real,0,
injected/02613.bin,real,1,
real_world_training/02614.bin,real,0,
real_world_training/02615.bin,real,0,
real_world_training/02616.bin,real,0,
injected/02617.bin,real,1,
injected/02618.bin,real,1,
real_world_training/02619.bin,real,0,
real_world_training/02620.bin,real,0,
injected/02621.bin,real,1,
injected/02622.bin,real,1,
injected/02623.bin,real,1,
injected/02624.bin,real,1,
real_world_training/02625.bin,real,0,
injected/02626.bin,real,1,
injected/02627.bin,real,1,
injected/02628.bin,real,1,
real_world_training/02629.bin,real,0,
injected/02630.bin,real,1,
injected/02631.bin,real,1,
real_world_training/02632.bin,real,0,
injected/02633.bin,real,1,
real_world_training/02634.bin,real,0,
real_world_training/02635.bin,real,0,
injected/02636.bin,real,1,
real_world_training/02637.bin,real,0,
real_world_training/02638.bin,real,0,
real_world_training/02639.bin,real,1,
injected/02640.bin,real,1,
real_world_training/02641.bin,real,0,
real_world_training/02642.bin,real,0,
injected/02643.bin,real,1,
real_world_training/02644.bin,real,0,
injected/02645.bin,real,1,
injected/02646.bin,real,1,
real_world_training/02647.bin,real,0,
injected/02648.bin,real,1,
real_world_training/02649.bin,real,0,
injected/02650.bin,real,1,
real_world_training/02651.bin,real,0,
injected/02652.bin,real,1,
injected/02653.bin,real,1,
real_world_training/02654.bin,real,0,
real_world_training/02655.bin,real,0,
injected/02656.bin,real,1,
real_world_training/02657.bin,real,0,
real_world_training/02658.bin,real,0,
real_world_training/02659.bin,real,0,
real_world_training/02660.bin,real,0,
real_world_training/02661.bin,real,0,
real_world_training/02662.bin,real,0,
injected/02663.bin,real,1,
real_world_training/02664.bin,real,0,
real_world_training/02665.bin,real,0,
real_world_training/02666.bin,real,0,
injected/02667.bin,real,1,
real_world_training/02668.bin,real,0,
injected/02669.bin,real,1,
real_world_training/02670.bin,real,0,
injected/02671.bin,real,1,
real_world_training/02672.bin,real,0,
real_world_training/02673.bin,real,0,
real_world_training/02674.bin,real,0,
real_world_training/02675.bin,real,1,
injected/02676.bin,real,1,
injected/02677.bin,real,1,
real_world_training/02678.bin,real,0,
real_world_training/02679.bin,real,0,
real_world_training/02680.bin,real,0,
real_world_training/02681.bin,real,0,
real_world_training/02682.bin,real,0,
injected/02683.bin,real,1,
real_world_training/02684.bin,real,0,
real_world_training/02685.bin,real,0,
real_world_training/02686.bin,real,0,
injected/02687.bin,real,1,
real_world_training/02688.bin,real,0,
injected/02689.bin,real,1,
injected/02690.bin,real,1,
real_world_training/02691.bin,real,0,
injected/02692.bin,real,1,
real_world_training/02693.bin,real,0,
real_world_training/02694.bin,real,0,
injected/02695.bin,real,1,
real_world_training/02696.bin,real,0,
real_world_training/02697.bin,real,0,
real_world_training/02698.bin,real,0,
real_world_training/02699.bin,real,0,
real_world_training/02700.bin,real,1,
real_world_training/02701.bin,real,0,
real_world_training/02702.bin,real,0,
real_world_training/02703.bin,real,0,
real_world_training/02704.bin,real,0,
real_world_training/02705.bin,real,0,
injected/02706.bin,real,1,
injected/02707.bin,real,1,
real_world_training/02708.bin,real,0,
real_world_training/02709.bin,real,0,
real_world_training/02710.bin,real,0,
real_world_training/02711.bin,real,0,
injected/02712.bin,real,1,
real_world_training/02713.bin,real,0,
injected/02714.bin,real,1,
injected/02715.bin,real,1,
injected/02716.bin,real,1,
injected/02717.bin,real,1,
real_world_training/02718.bin,real,0,
injected/02719.bin,real,1,
real_world_training/02720.bin,real,0,
real_world_training/02721.bin,real,0,
real_world_training/02722.bin,real,0,
injected/02723.bin,real,1,
real_world_training/02724.bin,real,0,
injected/02725.bin,real,1,
real_world_training/02726.bin,real,0,
injected/02727.bin,real,1,
injected/02728.bin,real,1,
real_world_training/02729.bin,real,0,
injected/02730.bin,real,1,
injected/02731.bin,real,1,
real_world_training/02732.bin,real,1,
injected/02733.bin,real,1,
real_world_training/02734.bin,real,0,
real_world_training/02735.bin,real,0,
injected/02736.bin,real,1,
real_world_training/02737.bin,real,0,
real_world_training/02738.bin,real,0,
real_world_training/02739.bin,real,0,
injected/02740.bin,real,1,
real_world_training/02741.bin,real,0,
real_world_training/02742.bin,real,0,
injected/02743.bin,real,1,
real_world_training/02744.bin,real,0,
real_world_training/02745.bin,real,1,
injected/02746.bin,real,1,
injected/02747.bin,real,1,
real_world_training/02748.bin,real,0,
injected/02749.bin,real,1,
real_world_training/02750.bin,real,0,
real_world_training/02751.bin,real,0,
real_world_training/02752.bin,real,0,
real_world_training/02753.bin,real,0,
injected/02754.bin,real,1,
injected/02755.bin,real,1,
injected/02756.bin,real,1,
real_world_training/02757.bin,real,1,
injected/02758.bin,real,1,
injected/02759.bin,real,1,
real_world_training/02760.bin,real,0,
real_world_training/02761.bin,real,0,
real_world_training/02762.bin,real,0,
real_world_training/02763.bin,real,0,
real_world_training/02764.bin,real,0,
injected/02765.bin,real,1,
real_world_training/02766.bin,real,0,
real_world_training/02767.bin,real,0,
injected/02768.bin,real,1,
real_world_training/02769.bin,real,1,
real_world_training/02770.bin,real,0,
injected/02771.bin,real,1,
real_world_training/02772.bin,real,0,
real_world_training/02773.bin,real,0,
injected/02774.bin,real,1,
real_world_training/02775.bin,real,1,
real_world_training/02776.bin,real,0,
real_world_training/02777.bin,real,0,
real_world_training/02778.bin,real,0,
injected/02779.bin,real,1,
injected/02780.bin,real,1,
injected/02781.bin,real,1,
real_world_training/02782.bin,real,0,
real_world_training/02783.bin,real,0,
real_world_training/02784.bin,real,0,
injected/02785.bin,real,1,
real_world_training/02786.bin,real,0,
injected/02787.bin,real,1,
real_world_training/02788.bin,real,0,
injected/02789.bin,real,1,
injected/02790.bin,real,1,
real_world_training/02791.bin,real,0,
real_world_training/02792.bin,real,0,
real_world_training/02793.bin,real,0,
injected/02794.bin,real,1,
injected/02795.bin,real,1,
real_world_training/02796.bin,real,0,
real_world_training/02797.bin,real,0,
real_world_training/02798.bin,real,0,
injected/02799.bin,real,1,
real_world_training/02800.bin,real,0,
injected/02801.bin,real,1,
real_world_training/02802.bin,real,0,
injected/02803.bin,real,1,
real_world_training/02804.bin,real,0,
injected/02805.bin,real,1,
real_world_training/02806.bin,real,0,
injected/02807.bin,real,1,
injected/02808.bin,real,1,
injected/02809.bin,real,1,
real_world_training/02810.bin,real,0,
real_world_training/02811.bin,real,0,
injected/02812.bin,real,1,
injected/02813.bin,real,1,
injected/02814.bin,real,1,
injected/02815.bin,real,1,
real_world_training/02816.bin,real,0,
injected/02817.bin,real,1,
real_world_training/02818.bin,real,0,
real_world_training/02819.bin,real,0,
real_world_training/02820.bin,real,0,
injected/02821.bin,real,1,
real_world_training/02822.bin,real,0,
injected/02823.bin,real,1,
injected/02824.bin,real,1,
injected/02825.bin,real,1,
real_world_training/02826.bin,real,0,
injected/02827.bin,real,1,
injected/02828.bin,real,1,
real_world_training/02829.bin,real,0,
real_world_training/02830.bin,real,0,
injected/02831.bin,real,1,
injected/02832.bin,real,1,
injected/02833.bin,real,1,
real_world_training/02834.bin,real,0,
real_world_training/02835.bin,real,0,
real_world_training/02836.bin,real,0,
injected/02837.bin,real,1,
real_world_training/02838.bin,real,0,
injected/02839.bin,real,1,
injected/02840.bin,real,1,
real_world_training/02841.bin,real,0,
real_world_training/02842.bin,real,0,
injected/02843.bin,real,1,
injected/02844.bin,real,1,
real_world_training/02845.bin,real,0,
real_world_training/02846.bin,real,0,
real_world_training/02847.bin,real,0,
real_world_training/02848.bin,real,0,
real_world_training/02849.bin,real,1,
real_world_training/02850.bin,real,0,
real_world_training/02851.bin,real,0,
real_world_training/02852.bin,real,0,
injected/02853.bin,real,1,
injected/02854.bin,real,1,
injected/02855.bin,real,1,
injected/02856.bin,real,1,
injected/02857.bin,real,1,
real_world_training/02858.bin,real,0,
real_world_training/02859.bin,real,0,
injected/02860.bin,real,1,
real_world_training/02861.bin,real,0,
injected/02862.bin,real,1,
real_world_training/02863.bin,real,0,
real_world_training/02864.bin,real,0,
injected/02865.bin,real,1,
injected/02866.bin,real,1,
injected/02867.bin,real,1,
injected/02868.bin,real,1,
real_world_training/02869.bin,real,0,
real_world_training/02870.bin,real,0,
injected/02871.bin,real,1,
real_world_training/02872.bin,real,1,
real_world_training/02873.bin,real,0,
real_world_training/02874.bin,real,0,
real_world_training/02875.bin,real,0,
injected/02876.bin,real,1,
real_world_training/02877.bin,real,0,
real_world_training/02878.bin,real,0,
real_world_training/02879.bin,real,0,
injected/02880.bin,real,1,
real_world_training/02881.bin,real,0,
injected/02882.bin,real,1,
injected/02883.bin,real,1,
real_world_training/02884.bin,real,0,
real_world_training/02885.bin,real,0,
injected/02886.bin,real,1,
injected/02887.bin,real,1,
real_world_training/02888.bin,real,0,
injected/02889.bin,real,1,
real_world_training/02890.bin,real,0,
real_world_training/02891.bin,real,0,
real_world_training/02892.bin,real,0,
real_world_training/02893.bin,real,0,
injected/02894.bin,real,1,
injected/02895.bin,real,1,
real_world_training/02896.bin,real,0,
real_world_training/02897.bin,real,0,
real_world_training/02898.bin,real,0,
real_world_training/02899.bin,real,0,
injected/02900.bin,real,1,
injected/02901.bin,real,1,
injected/02902.bin,real,1,
real_world_training/02903.bin,real,0,
real_world_training/02904.bin,real,0,
real_world_training/02905.bin,real,0,
real_world_training/02906.bin,real,0,
real_world_training/02907.bin,real,0,
injected/02908.bin,real,1,
injected/02909.bin,real,1,
real_world_training/02910.bin,real,0,
real_world_training/02911.bin,real,0,
injected/02912.bin,real,1,
real_world_training/02913.bin,real,0,
real_world_training/02914.bin,real,0,
real_world_training/02915.bin,real,0,
injected/02916.bin,real,1,
real_world_training/02917.bin,real,0,
real_world_training/02918.bin,real,0,
injected/02919.bin,real,1,
injected/02920.bin,real,1,
injected/02921.bin,real,1,
injected/02922.bin,real,1,
injected/02923.bin,real,1,
real_world_training/02924.bin,real,0,
real_world_training/02925.bin,real,0,
injected/02926.bin,real,1,
injected/02927.bin,real,1,
injected/02928.bin,real,1,
injected/02929.bin,real,1,
real_world_training/02930.bin,real,0,
injected/02931.bin,real,1,
injected/02932.bin,real,1,
real_world_training/02933.bin,real,0,
injected/02934.bin,real,1,
injected/02935.bin,real,1,
injected/02936.bin,real,1,
injected/02937.bin,real,1,
real_world_training/02938.bin,real,0,
real_world_training/02939.bin,real,0,
injected/02940.bin,real,1,
injected/02941.bin,real,1,
real_world_training/02942.bin,real,0,
injected/02943.bin,real,1,
real_world_training/02944.bin,real,0,
injected/02945.bin,real,1,
injected/02946.bin,real,1,
real_world_training/02947.bin,real,0,
real_world_training/02948.bin,real,0,
real_world_training/02949.bin,real,0,
injected/02950.bin,real,1,
injected/02951.bin,real,1,
real_world_training/02952.bin,real,0,
real_world_training/02953.bin,real,0,
injected/02954.bin,real,1,
real_world_training/02955.bin,real,0,
injected/02956.bin,real,1,
injected/02957.bin,real,1,
real_world_training/02958.bin,real,0,
injected/02959.bin,real,1,
real_world_training/02960.bin,real,0,
real_world_training/02961.bin,real,0,
real_world_training/02962.bin,real,0,
real_world_training/02963.bin,real,0,
injected/02964.bin,real,1,
real_world_training/02965.bin,real,0,
real_world_training/02966.bin,real,0,
real_world_training/02967.bin,real,0,
injected/02968.bin,real,1,
real_world_training/02969.bin,real,0,
injected/02970.bin,real,1,
injected/02971.bin,real,1,
injected/02972.bin,real,1,
real_world_training/02973.bin,real,0,
real_world_training/02974.bin,real,1,
real_world_training/02975.bin,real,0,
real_world_training/02976.bin,real,0,
injected/02977.bin,real,1,
real_world_training/02978.bin,real,0,
real_world_training/02979.bin,real,0,
injected/02980.bin,real,1,
injected/02981.bin,real,1,
real_world_training/02982.bin,real,0,
injected/02983.bin,real,1,
injected/02984.bin,real,1,
real_world_training/02985.bin,real,0,
injected/02986.bin,real,1,
real_world_training/02987.bin,real,0,
injected/02988.bin,real,1,
injected/02989.bin,real,1,
injected/02990.bin,real,1,
injected/02991.bin,real,1,
injected/02992.bin,real,1,
injected/02993.bin,real,1,
injected/02994.bin,real,1,
real_world_training/02995.bin,real,0,
injected/02996.bin,real,1,
real_world_training/02997.bin,real,0,
real_world_training/02998.bin,real,0,
real_world_training/02999.bin,real,0,
real_world_training/03000.bin,real,0,
injected/03001.bin,real,1,
real_world_training/03002.bin,real,0,
real_world_training/03003.bin,real,0,
real_world_training/03004.bin,real,0,
real_world_training/03005.bin,real,0,
real_world_training/03006.bin,real,0,
real_world_training/03007.bin,real,0,
real_world_training/03008.bin,real,0,
real_world_training/03009.bin,real,1,
real_world_training/03010.bin,real,0,
injected/03011.bin,real,1,
injected/03012.bin,real,1,
injected/03013.bin,real,1,
injected/03014.bin,real,1,
injected/03015.bin,real,1,
real_world_training/03016.bin,real,0,
real_world_training/03017.bin,real,0,
real_world_training/03018.bin,real,0,
real_world_training/03019.bin,real,0,
injected/03020.bin,real,1,
real_world_training/03021.bin,real,0,
real_world_training/03022.bin,real,0,
injected/03023.bin,real,1,
injected/03024.bin,real,1,
real_world_training/03025.bin,real,0,
injected/03026.bin,real,1,
injected/03027.bin,real,1,
real_world_training/03028.bin,real,0,
real_world_training/03029.bin,real,0,
injected/03030.bin,real,1,
real_world_training/03031.bin,real,0,
real_world_training/03032.bin,real,0,
injected/03033.bin,real,1,
real_world_training/03034.bin,real,0,
injected/03035.bin,real,1,
real_world_training/03036.bin,real,0,
real_world_training/03037.bin,real,0,
real_world_training/03038.bin,real,0,
real_world_training/03039.bin,real,0,
real_world_training/03040.bin,real,0,
real_world_training/03041.bin,real,0,
real_world_training/03042.bin,real,0,
injected/03043.bin,real,1,
injected/03044.bin,real,1,
injected/03045.bin,real,1,
real_world_training/03046.bin,real,0,
injected/03047.bin,real,1,
injected/03048.bin,real,1,
injected/03049.bin,real,1,
injected/03050.bin,real,1,
injected/03051.bin,real,1,
injected/03052.bin,real,1,
real_world_training/03053.bin,real,0,
real_world_training/03054.bin,real,0,
injected/03055.bin,real,1,
real_world_training/03056.bin,real,0,
injected/03057.bin,real,1,
injected/03058.bin,real,1,
real_world_training/03059.bin,real,0,
injected/03060.bin,real,1,
real_world_training/03061.bin,real,0,
real_world_training/03062.bin,real,0,
real_world_training/03063.bin,real,0,
real_world_training/03064.bin,real,0,
real_world_training/03065.bin,real,0,
real_world_training/03066.bin,real,0,
injected/03067.bin,real,1,
injected/03068.bin,real,1,
real_world_training/03069.bin,real,0,
real_world_training/03070.bin,real,0,
real_world_training/03071.bin,real,1,
real_world_training/03072.bin,real,0,
real_world_training/03073.bin,real,0,
real_world_training/03074.bin,real,0,
real_world_training/03075.bin,real,0,
real_world_training/03076.bin,real,0,
injected/03077.bin,real,1,
real_world_training/03078.bin,real,0,
injected/03079.bin,real,1,
real_world_training/03080.bin,real,0,
injected/03081.bin,real,1,
injected/03082.bin,real,1,
real_world_training/03083.bin,real,0,
real_world_training/03084.bin,real,0,
real_world_training/03085.bin,real,0,
real_world_training/03086.bin,real,0,
real_world_training/03087.bin,real,0,
real_world_training/03088.bin,real,0,
real_world_training/03089.bin,real,0,
